cleaned_tweet_text,hashtags,emails
 guys think years coachella lineup ________________ coachella httptcogquxgiz big epic__,"['#Coachella', '#Coachella2015']","['\x89ÛÏ@ParisHilton:', 'http://t.co/gQuXgI6z25\x89Û\x9d@BecksN60']"
nts  months lose weight lets stella _ coachella,['#Coachella2015'],[]
rt  wanna go coachella,['#Coachella2015'],['@BriTTaNiAsHaKa:']
guys think years coachella lineup ________________ coachella httptcoruvigak,"['#Coachella', '#Coachella2015']",[]
cant wait see year   hideaway  nowplaying httptcocbtoubq coachella,"['#nowplaying', '#Coachella2015']","['@Kiesza', '@coachella!']"
ready coachella,['#Coachella2015'],[]
coachella dj land abstract indie bands year bravo coachella httptcolhcdmissr,['#Coachella2015'],[]
rt  todays day coachella,['#Coachella2015'],['@DerekKarzen:']
got coachella ticket ____ coachella,['#Coachella2015'],['@DatKid12']
may come with coachella,['#Coachella2015'],['@KARIxMICHELLE']
lil jon responds coachella lineup pretty funny httptcoyxddvyozw,['#Coachella2015'],['@funnyordie']
two hours purchase first wristband __ firsttimer coachella,"['#firsttimer', '#Coachella2015']",['@coachella']
rt  coachella lineup insane  coachella,['#Coachella2015'],['@robbeasth:']
 hooking amp coachella tickets___ _____ wish,['#Coachella2015'],"['\x89ÛÏ@GroovyDrew:', '@mrnsrvn', '@Ivanitoos']"
ditto here going fantastic show coachella,['#Coachella2015'],"['@ColumbiaUK', '@acdc', '@george_ezra', '@KasabianHQ', '@madeon', '@TheRyanAdams']"
rt  coachella govballnyc please _,"['#Coachella2015', '#GovBallNYC']",['@michelllefaith:']
todays day coachella,['#Coachella2015'],[]
coachella lineup alright,['#Coachella2015'],[]
please go thanks bye coachella coachella httptcokgkrjvpq,"['#Coachella2015', '#Coachella']",[]
coachella  grind baby coachella,['#Coachella2015'],[]
lowkey would like go coachella,['#Coachella2015'],[]
finally going coachella filling line bout fun tho,['#Coachella2015'],[]
hooking amp coachella tickets___,['#Coachella2015'],"['@mrnsrvn', '@Ivanitoos']"
rt  go coachella __,['#Coachella2015'],['@Tortaxxlynnerz:']
literally crying __ coachella httptcoujealpqvz,['#Coachella2015'],[]
rt  performing coachella proud representing pty respect keepitreal,"['#Coachella2015', '#KeepItReal']","['@ravas23:', '@LosRakas', '@coachella']"
coachella lineup looks absolutely class coachella,['#Coachella2015'],[]
coachella lineup awesome cant wait,['#Coachella2015'],[]
coachella ticket purchased flights booked mansion paid need rent car pay foodbooze basictweet,"['#Coachella2015', '#BasicTweet']",[]
acdc headlining coachella first year coachella history actual residents indio ca attend coachella,"['#Coachella2015', '#Coachella']",[]
 coachella line got likeee __ coachella httptcoxzjxrcfmja keep sayin amp,['#Coachella2015'],"['\x89ÛÏ@xoliss:', '@ULTRAEurope', '@theyachtweek']"
 hours counting coachella,['#Coachella2015'],[]
coachella wish,['#Coachella2015'],[]
rt  coachella line got likeee ______ coachella httptcoyogdhhbi,['#Coachella2015'],['@xoliss:']
coachella line got likeee ______ coachella httptcoyogdhhbi,['#Coachella2015'],[]
rt  httptcomxcrevilgp  coachella  makes space rockers ravers year coachella tuesday_ http_,['#Coachella2015'],['@brownjenjen:']
cant remember told look coachella line and via form social media __ httptcoepdmvyfdme,['#Coachella2015'],[]
heading coachella govballnyc show houston love say coming fpsf,"['#Coachella2015', '#GovBallNYC', '#FPSF']",['@Drake']
 hours get ticket____ coachella _ httptcokxafguqhz,['#Coachella2015'],[]
trying see  years finally able coachella,['#Coachella2015'],['@theweeknd']
coachella band thats way list def gonna try see saintmotel httpstcoabhgxzibq,"['#Coachella2015', '#SaintMotel']",['@danielleivan8']
rt  drake  runthejewels  rock coachella httptcoakhypofy httptcor_,"['#RunTheJewels', '#Coachella2015']","['@2DOPEposts:', '@VicMensa,', '@Raekwon,', '@AbDashSoul']"
coachella coming excited _____ httptcorwaaykqit,['#Coachella2015'],['@HeffronDrive']
somebody go coachella year lineup sickest coachella,['#Coachella2015'],[]
coachella looks incredible check full line here httptcotwtayzfvlt,['#Coachella2015'],[]
would give go coachella lie gonna dope____ coachella,['#Coachella2015'],[]
ga weekends sold out music coachella httptcocorqmog,"['#music', '#Coachella2015']",['@coachella']
definitely year musicfestival coachella altj drake tamaimpala amazing lineup httptcojyyxliwvy,"['#musicfestival', '#Coachella2015', '#AltJ', '#Drake', '#TamaImpala', '#amazing', '#lineup']",['@coachella']
coachella line looks sickkkk,['#Coachella2015'],[]
nowplaying boys latin panda bear boys latin spotify coachella httptcoxlciyhzfm,"['#NowPlaying', '#Spotify', '#coachella2015']",[]
tame impala play coachella tickets go sale today httptcocxnvdwx coachella tameimpala australia,"['#Coachella2015', '#TameImpala', '#Australia']",['@tameimpala']
cant here _  playing year could excited coachella ,['#coachella2015'],"['\x89ÛÏ@cleanbandit:', '@coachella']"
cool drive like jehu  nochella coachella  lineup httptcofalslneyxw,"['#nochella', '#Coachella2015']","['@tycho', '@TheScenestar', '(@Coachella)']"
rt   miley getting bleach blonde coachella httptcovzcazighg u  r person _,['#Coachella2015'],"['@_michealaaa:', '\x89ÛÏ@MCNewsSource:', '@rebecca_135\x89Û_']"
 lineup here coachella httptcotympjdkh need there,['#Coachella2015'],['\x89ÛÏ@Forever21:']
rt  life goal go coachella buy bunch load clothes coachella go best friend coachella coachella_,['#Coachella2'],['@Soly_Boly15:']
see crazy people coachella httptcoksjwxjtpw,['#Coachella2015'],[]
going pull sneak coachella life goals,['#Coachella2015'],['@marcushaney']
happy seeing guys saw first show coming back coachella hdynation,"['#Coachella2015', '#HDYNATION']","['@FLOSSTRADAMUS', '@coachella']"
dub  year ravechella coachella,['#Coachella2015'],[]
rt   whos joining us coachella httptcotdekrv fucking pulling dick ac fukcing dc,['#Coachella2015'],"['@kailenethecat:', '\x89ÛÏ@spiritcape:']"
missiontobeatcoachella like ungrateful bastards id glad see anyone lineup coachella,"['#missiontobeatcoachella', '#Coachella2015']",[]
want go coachella way getting buying tickets sad,"['#Coachella2015', '#Sad']",[]
coachella looks pretty awesome find people go with,['#Coachella2015'],[]
rt  amazing rt  saw steely dan acdc coachella lineup like_ httptcogtuxj_,['#Coachella2015'],"['@DanMacEachern:', '@laurenonizzle:']"
glad deal coachella ticket madness already going saying cantwait coachella,"['#Coachella', '#cantwait', '#Coachella2015']",[]
life goal go coachella buy bunch load clothes coachella go best friend coachella coachella,['#Coachella2015'],[]
waste whole check getting coachella fuxs given,['#Coachella2015'],[]
hearing going coachella got like this httptcolnhadkue,['#Coachella2015'],['@MarinasDiamonds']
every frickin hotel indio ca sold coachella tickets even went sale yet grrrr,['#Coachella2015'],[]
rt  tempting dad going coachella _____ hahah wish httptcoepboqcmtzl,['#Coachella2015'],"['@AmyMcCallum_:', '@KirstyMcCallum_']"
tempting dad going coachella _____ hahah wish httptcoepboqcmtzl,['#Coachella2015'],['@KirstyMcCallum_']
knowing cant go coachella ____ coachella mad,"['#Coachella2015', '#mad']",[]
rt  line up____  never go concertfestival again coachella httptcoseolnnlz,['#Coachella2015'],"['@ZintleSinazo:', '\x89ÛÏ@SondaMofu:']"
want see ac dc coachella bad ___ life would made,['#Coachella2015'],[]
sell someone elses newborn go coachella,['#Coachella2015'],['@ZintleSinazo']
weeknd drake_ reallllyyyy coachella httptcoilrvmqs,['#Coachella2015'],[]
brand new there coachella wish _,['#Coachella2015'],"['@flo_tweet', '@Drake', '@theweeknd', '@Alabama_Shakes']"
wecant wait coachella coachella,"['#Coachella2015', '#Coachella']",['@coachella']
take coachella know real,['#Coachella2015'],[]
rt  everyone  wanna go coachella _,['#Coachella2015'],"['@TweetsViaDM:', '\x89ÛÏ@enustigon:']"
bleach  idk boutchuuuuu dizzzzzzzz qttttttttt weady fo coachella miley ir al festival coachella httptcojfywwk,"['#coachella2015', '#coachella2015']",[]
rt  hell yes locals bands lineup amp  coa_,['#Coa'],"['@KatCorbett:', '@kroq', '@coachella', '@nto1927', '@thebadsuns', '@JoyceManor', '@SaintMotel!!']"
still trending coachella,['#Coachella2015'],['@coachella']
amazing rt  saw steely dan acdc coachella lineup like_ httptcogtuxjrb,['#Coachella2015'],['@laurenonizzle:']
cant wait visit guys too coachella,['#coachella2015'],"['@chelsea_fosterr', '@gabievahos']"
bout buy coachella ticket __ coachella,['#Coachella2015'],[]
headliners look great year rt  excited see coachella,['#Coachella2015'],['@StubHub:']
get out checked coachella lineup drop dead amazing,['#Coachella2015'],[]
rt  killing bc ask coachella tickets christmas,['#Coachella2015'],"['@fannahischer:', '@swiftswank']"
dream go coachella one dayy coachella,['#Coachella2015'],[]
wtf someone take coachella solely reason playing year____,['#Coachella2015'],['@brandnewrock']
looks like heading west coast april coachella,['#Coachella2015'],[]
anyone fancy coachella  _,['#Coachella2015'],[]
seems like musicians acting like children playing  yaaay playing coachella ,['#Coachella2015'],['@coachella']
want go year amazing experience first time coachella httptcoiltpfca,['#coachella2015'],[]
rt  someone please get tickets coachella ____ httptcojoezvdjkui,['#Coachella2015'],['@StylesJules:']
rt  part coachella  else httptcoclsfgrwryo,['#Coachella2015'],"['@MauraGrierson:', '@Drake', '@theweeknd', '@acdc']"
rt  coachella line looking shabby mind listening  amp c_,['#Coachella2015'],"['@covaglasgow:', '@Drake,', '@theweeknd', '@davidguetta']"
everyones complaining lineup like  coachella dance httptcoywoxzssmwn,"['#Coachella2015', '#dance']",['@Coachella']
need win lottery noon pst coachella _______,['#Coachella2015'],[]
ye persons jackwhites coachella coachella couturehippie fauxnuss yuck catchn jack httptcoczuxgntf,"['#JackWhite', '#Coachella2015', '#Coachella', '#couturehippie']",[]
todays schedule consists internship training followed extreme stress spending hours online waiting room coachella,['#Coachella2015'],[]
waiting ___ coachella httptcowsjyu,['#Coachella2015'],[]
eeeeeee coachella lineup sweeeeeet,['#Coachella2015'],[]
need go coachella coachella,['#coachella2015'],[]
coachella line announced amp psyched  httptcodrrydcdz less  months till fjlmcali ____,"['#Coachella2015', '#FJLMCali2015']",[]
hey amp copping tix  noon retweet us coachella,['#Coachella2015'],"['@coachella', '@BertoBruh', '@']"
wish could go coachella,['#Coachella2015'],[]
things would go festival __ coachella httptcognwkmdij,['#Coachella2015'],[]
coachella may worth ticket rockout,"['#Coachella2015', '#RockOut']",['@acdc']
day one lineup coachella looks good,['#Coachella2015'],[]
holy crap music game point year coachella basically playlists festival  httptcolwvvenqa,['#Coachella2015'],[]
theres much greatness going coachella governorsball boom mind explosion overload httptcocedivkru,"['#Coachella2015', '#GovernorsBall']",[]
coachella lineup stacked wish could go,['#Coachella2015'],[]
httptcotzatewymqd  coachella coachella  coachella  full lineup big names bigger surprises httptcolvkhxz,['#Coachella2015'],[]
guys amazing see desert coachella,['#Coachella2015'],"['@nto1927', '@coachella']"
coachella line released want tickets now whos favourite line up coachella coachellalineup,"['#Coachella2015', '#coachellalineup']",[]
wish going coachella,['#Coachella2015'],[]
i happiest kid town seeing latest coachella lineup def look forward watching live stream _,['#Coachella2015'],['@flo_tweet']
would loooooove go first amp third day coachella _,['#Coachella2015'],[]
rt  whats talk coachella  ready go__________,['#Coachella2015'],"['@brianna_lamoraa:', '@becca_payne1']"
rt  coachella line up two headliners jack white acdc httptcokkaftindz coachella,"['#Coachella2015', '#Coachella']",['@dirty_pink_city:']
wish could go coachella ,['#Coachella2015'],[]
wish go coachella,['#Coachella2015'],[]
need go coachella _ coachella,['#Coachella2015'],[]
someone come coachella _,['#Coachella2015'],[]
ohhhhh please please take coachella  httptcoutokqkpkw,['#Coachella2015'],[]
for rock vinyl xmas  looking forward coachella bdc   httptcouyceihcg,"['#Coachella2015', '#bdc']",[]
rt  love american go coachella music festival coachella coachella,"['#Coachella2015', '#Coachella']",['@Jacq_da:']
want go coachella live east coast ___,['#Coachella2015'],[]
travel next edcpuertorico coachella ultra,"['#EDCPuertoRico', '#Coachella2015', '#Ultra2015']",[]
rt  wish coachella ,['#Coachella2015'],['@__Grav:']
would love go coachella,['#Coachella2015'],[]
well deserved ________ haerts coachella coachella,"['#Haerts', '#Coachella', '#Coachella2015']",['@haertsmusic']
coachella lineup here got acdc steely dan yes read right  httptcowbtrgvhrfw,['#Coachella2015'],"['@Drake', '@therealrc)']"
poor cheap could hit coachella see drake weeknd like ,['#Coachella2015'],['@Nathan_is_dead']
times like wish american coachella httptcoomxmyf,['#Coachella2015'],[]
coachella im proud ___,['#Coachella2015'],['@Drake']
time break bank coachella httptcogpwyhary,['#Coachella2015'],[]
wish every damn year bruh rt  wish coachella ,['#Coachella2015'],"['""@__Grav:']"
fee like year birthday week coachella httptcodwoplcwc,['#Coachella2015'],[]
get paid today guess sign buy coachella ticket _,['#Coachella2015'],[]
httptcotzatewymqd  coachella  full lineup big names bigger surprises coachella years_ httptcoxwdgcovtg,['#Coachella2015'],[]
going coachella must go ___,['#Coachella2015'],['@vancejoy']
we going coachella,['#Coachella2015'],['@EbbisKatt']
wish coachella ,['#Coachella2015'],[]
wanna go third day coachella,['#Coachella2015'],[]
so wants go cali april turn tf up __ coachella hipsterlyfe httptcoqneytick,"['#Coachella2015', '#HipsterLyfe']",[]
coachella s artist lined fucking sweet wanna go __ httptcokrnlffjq,['#Coachella2015'],[]
wanna go coachella line sick need rob bank then fml _,['#Coachella2015'],[]
anyone lucky enough going this httptcobdszi coachella jealous,"['#Coachella2015', '#jealous']",[]
ones go for previoustweet coachella,"['#previoustweet', '#Coachella2015']",[]
would love go coachella birthday month too,['#Coachella2015'],[]
looking lineup coachella see djs wanting see __ djsnake,"['#Coachella2015', '#djsnake']",[]
could go coachella listen jackwhite httptcobmrcwj,"['#Coachella2015', '#JackWhite']",[]
haha love sheldon__ mycalvins coachella httptcowmznsgniu,"['#mycalvins', '#Coachella2015']",[]
coachella electronic music wellrepresented  amp httptcocpoehupp via,['#Coachella2015'],"['@caribouband,', '@BenKlock', '@sethtroxler', '@residentadvisor']"
belongs coachella,['#Coachella2015'],['@m4rielena']
coachella dates out know iam going see homie killen game __ coachella,['#Coachella2015'],['@R3HAB']
holy shit acdc coachella,['#Coachella2015'],[]
rt   fun month april xo bruh coachella httptcoyxkbqhsm,['#Coachella2015'],"['@XOPodcast:', '""@theweeknd:']"
happiness gt httpstcoqxvdfxfp wow coachella,['#Coachella2015'],[]
wanna go third day  coachella nicelineup httptcoebxbzedq,"['#Coachella2015', '#nicelineup']",[]
want coachella,['#Coachella2015'],[]
gonna go coachella,['#Coachella2015'],['@AZEALIABANKS']
fancy trip states coachella httptcotjmhmtydr,['#Coachella2015'],[]
