coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,hashtags,emails,text_no_usernames,text_no_links,text_ascii,text_lower,text_no_stopwords,text_no_digits,text_no_specials
positive,yes,ashley_sfg,0,Just realized I'm off of work for #Coachella2015 weekend #2. I'M TOTALLY GOING!,,1/7/15 14:07,5.5295e+17,bay area,Pacific Time (US & Canada),"['#Coachella2015', '#2']",[],JustrealizedI'moffofworkfor#Coachella2015weekend#2.I'MTOTALLYGOING!,JustrealizedI'moffofworkfor#Coachella2015weekend#2.I'MTOTALLYGOING!,JustrealizedI'moffofworkfor#Coachella2015weekend#2.I'MTOTALLYGOING!,justrealizedi'moffofworkfor#coachella2015weekend#2.i'mtotallygoing!,justrealizedi'moffofworkfor#coachella2015weekend#2.i'mtotallygoing!,justrealizedi'moffofworkfor#coachellaweekend#.i'mtotallygoing!,justrealizedimoffofworkforcoachellaweekendimtotallygoing
positive,yes,Leetzle_,0,"ÛÏ@czechmayte: @Leetzle_ and I have our #Coachella2015 tickets... But now we need a place to camp bc tickets are sold out. Help us _Ù÷__Ù÷_Û

PLZZZ",,1/7/15 14:01,5.52948e+17,Bay Area,,['#Coachella2015'],[],ÛÏ@czechmayte:andIhaveour#Coachella2015tickets...Butnowweneedaplacetocampbcticketsaresoldout.Helpus_Ù÷__Ù÷_ÛPLZZZ,ÛÏ@czechmayte:andIhaveour#Coachella2015tickets...Butnowweneedaplacetocampbcticketsaresoldout.Helpus_Ù÷__Ù÷_ÛPLZZZ,@czechmayte:andIhaveour#Coachella2015tickets...Butnowweneedaplacetocampbcticketsaresoldout.Helpus____PLZZZ,@czechmayte:andihaveour#coachella2015tickets...butnowweneedaplacetocampbcticketsaresoldout.helpus____plzzz,@czechmayte:andihaveour#coachella2015tickets...butnowweneedaplacetocampbcticketsaresoldout.helpus____plzzz,@czechmayte:andihaveour#coachellatickets...butnowweneedaplacetocampbcticketsaresoldout.helpus____plzzz,czechmayteandihaveourcoachellaticketsbutnowweneedaplacetocampbcticketsaresoldouthelpusplzzz
positive,yes,CTooleSaysStuff,1,RT @_kendallwood: The #Coachella2015 lineup from @CTooleSaysStuff is so colorful and honest: http://t.co/VVhQLmWzWu via @EliteDaily,,1/7/15 14:01,5.52948e+17,,,['#Coachella2015'],[],RT:The#Coachella2015lineupfromissocolorfulandhonest:http://t.co/VVhQLmWzWuvia,RT:The#Coachella2015lineupfromissocolorfulandhonest:,RT:The#Coachella2015lineupfromissocolorfulandhonest:,rt:the#coachella2015lineupfromissocolorfulandhonest:,rt:the#coachella2015lineupfromissocolorfulandhonest:,rt:the#coachellalineupfromissocolorfulandhonest:,rtthecoachellalineupfromissocolorfulandhonest
positive,yes,czechmayte,0,@Leetzle_ and I have our #Coachella2015 tickets... But now we need a place to camp bc tickets are sold out. Help us _Ù÷__Ù÷_,,1/7/15 14:01,5.52948e+17,seein' stars *_*,,['#Coachella2015'],[],andIhaveour#Coachella2015tickets...Butnowweneedaplacetocampbcticketsaresoldout.Helpus_Ù÷__Ù÷_,andIhaveour#Coachella2015tickets...Butnowweneedaplacetocampbcticketsaresoldout.Helpus_Ù÷__Ù÷_,andIhaveour#Coachella2015tickets...Butnowweneedaplacetocampbcticketsaresoldout.Helpus____,andihaveour#coachella2015tickets...butnowweneedaplacetocampbcticketsaresoldout.helpus____,andihaveour#coachella2015tickets...butnowweneedaplacetocampbcticketsaresoldout.helpus____,andihaveour#coachellatickets...butnowweneedaplacetocampbcticketsaresoldout.helpus____,andihaveourcoachellaticketsbutnowweneedaplacetocampbcticketsaresoldouthelpus
positive,yes,HannahhRay,1,RT @sierralkbabe: So psyched for #Coachella2015 with @HannahhRay _Ù÷,,1/7/15 14:00,5.52948e+17,AR  / TX ,Central Time (US & Canada),['#Coachella2015'],[],RT:Sopsychedfor#Coachella2015with_Ù÷,RT:Sopsychedfor#Coachella2015with_Ù÷,RT:Sopsychedfor#Coachella2015with_,rt:sopsychedfor#coachella2015with_,rt:sopsychedfor#coachella2015with_,rt:sopsychedfor#coachellawith_,rtsopsychedforcoachellawith
positive,yes,Kyra_IX,1,RT @Jammit08: See in the dessert @Kyra_IX @sammyslammr !!!!!! #Coachella2015 #RoundThree #Excited #ItsAllHappening,,1/7/15 14:00,5.52948e+17,Edmonton/Maskwacis,Mountain Time (US & Canada),"['#Coachella2015', '#RoundThree', '#Excited', '#ItsAllHappening']",[],RT:Seeinthedessert!!!!!!#Coachella2015#RoundThree#Excited#ItsAllHappening,RT:Seeinthedessert!!!!!!#Coachella2015#RoundThree#Excited#ItsAllHappening,RT:Seeinthedessert!!!!!!#Coachella2015#RoundThree#Excited#ItsAllHappening,rt:seeinthedessert!!!!!!#coachella2015#roundthree#excited#itsallhappening,rt:seeinthedessert!!!!!!#coachella2015#roundthree#excited#itsallhappening,rt:seeinthedessert!!!!!!#coachella#roundthree#excited#itsallhappening,rtseeinthedessertcoachellaroundthreeexciteditsallhappening
positive,yes,MicheleFin,0,Can't wait for #Coachella2015  _ÙÔÉ_ÙÎÛ_ÙÔÉ,"[42.36408252, -71.05697201]",1/7/15 13:58,5.52947e+17,Boston,Central Time (US & Canada),['#Coachella2015'],[],Can'twaitfor#Coachella2015_ÙÔÉ_ÙÎÛ_ÙÔÉ,Can'twaitfor#Coachella2015_ÙÔÉ_ÙÎÛ_ÙÔÉ,Can'twaitfor#Coachella2015___,can'twaitfor#coachella2015___,can'twaitfor#coachella2015___,can'twaitfor#coachella___,cantwaitforcoachella
positive,yes,_kendallwood,1,The #Coachella2015 lineup from @CTooleSaysStuff is so colorful and honest: http://t.co/VVhQLmWzWu via @EliteDaily,,1/7/15 13:58,5.52947e+17,Nueva York,Quito,['#Coachella2015'],[],The#Coachella2015lineupfromissocolorfulandhonest:http://t.co/VVhQLmWzWuvia,The#Coachella2015lineupfromissocolorfulandhonest:,The#Coachella2015lineupfromissocolorfulandhonest:,the#coachella2015lineupfromissocolorfulandhonest:,the#coachella2015lineupfromissocolorfulandhonest:,the#coachellalineupfromissocolorfulandhonest:,thecoachellalineupfromissocolorfulandhonest
positive,yes,Clumsy_Gabby,0,I need to go to #Coachella2015,,1/7/15 13:57,5.52947e+17,"Auckland,NZ",,['#Coachella2015'],[],Ineedtogoto#Coachella2015,Ineedtogoto#Coachella2015,Ineedtogoto#Coachella2015,ineedtogoto#coachella2015,ineedtogoto#coachella2015,ineedtogoto#coachella,ineedtogotocoachella
positive,yes,EricHoang_,1,"Someone sell me one car camping pass for Coachella weekend 2, please. #Coachella #Coachella2015 #Coachellatickets",,1/7/15 13:57,5.52947e+17,"space city, texas",Central Time (US & Canada),"['#Coachella', '#Coachella2015', '#Coachellatickets']",[],"SomeonesellmeonecarcampingpassforCoachellaweekend2,please.#Coachella#Coachella2015#Coachellatickets","SomeonesellmeonecarcampingpassforCoachellaweekend2,please.#Coachella#Coachella2015#Coachellatickets","SomeonesellmeonecarcampingpassforCoachellaweekend2,please.#Coachella#Coachella2015#Coachellatickets","someonesellmeonecarcampingpassforcoachellaweekend2,please.#coachella#coachella2015#coachellatickets","someonesellmeonecarcampingpassforcoachellaweekend2,please.#coachella#coachella2015#coachellatickets","someonesellmeonecarcampingpassforcoachellaweekend,please.#coachella#coachella#coachellatickets",someonesellmeonecarcampingpassforcoachellaweekendpleasecoachellacoachellacoachellatickets
positive,yes,ccbella_rover,0,Don't wanna jinx it but I have an Instagram agreement for my Coachella trade! :-) #coachella2015 #instatrade,,1/7/15 13:57,5.52947e+17,,Pacific Time (US & Canada),"['#coachella2015', '#instatrade']",[],Don'twannajinxitbutIhaveanInstagramagreementformyCoachellatrade!:-)#coachella2015#instatrade,Don'twannajinxitbutIhaveanInstagramagreementformyCoachellatrade!:-)#coachella2015#instatrade,Don'twannajinxitbutIhaveanInstagramagreementformyCoachellatrade!:-)#coachella2015#instatrade,don'twannajinxitbutihaveaninstagramagreementformycoachellatrade!:-)#coachella2015#instatrade,don'twannajinxitbutihaveaninstagramagreementformycoachellatrade!:-)#coachella2015#instatrade,don'twannajinxitbutihaveaninstagramagreementformycoachellatrade!:-)#coachella#instatrade,dontwannajinxitbutihaveaninstagramagreementformycoachellatradecoachellainstatrade
positive,yes,cristinaeromero,0,Your girl is going to #Coachella2015 _Ù÷È,,1/7/15 13:57,5.52947e+17,,,['#Coachella2015'],[],Yourgirlisgoingto#Coachella2015_Ù÷È,Yourgirlisgoingto#Coachella2015_Ù÷È,Yourgirlisgoingto#Coachella2015_,yourgirlisgoingto#coachella2015_,yourgirlisgoingto#coachella2015_,yourgirlisgoingto#coachella_,yourgirlisgoingtocoachella
positive,yes,kuliano,1,RT @MaxG718: the LATEST #Coachella2015 lineup is too poppin' http://t.co/HsQSggoomc http://t.co/yBIbpxnsdm,,1/7/15 13:54,5.52946e+17,New York City,Eastern Time (US & Canada),['#Coachella2015'],[],RT:theLATEST#Coachella2015lineupistoopoppin'http://t.co/HsQSggoomchttp://t.co/yBIbpxnsdm,RT:theLATEST#Coachella2015lineupistoopoppin',RT:theLATEST#Coachella2015lineupistoopoppin',rt:thelatest#coachella2015lineupistoopoppin',rt:thelatest#coachella2015lineupistoopoppin',rt:thelatest#coachellalineupistoopoppin',rtthelatestcoachellalineupistoopoppin
positive,yes,atia1126,0,Putting it in my plans to go see my boo @Drake at #Coachella2015,,1/7/15 13:54,5.52946e+17,LA FL DMV ATL NYC,Quito,['#Coachella2015'],[],Puttingitinmyplanstogoseemybooat#Coachella2015,Puttingitinmyplanstogoseemybooat#Coachella2015,Puttingitinmyplanstogoseemybooat#Coachella2015,puttingitinmyplanstogoseemybooat#coachella2015,puttingitinmyplanstogoseemybooat#coachella2015,puttingitinmyplanstogoseemybooat#coachella,puttingitinmyplanstogoseemybooatcoachella
positive,yes,hannah_frog,1,RT @zzzach_scott: See you in 99 days #Coachella2015 @hannah_frog http://t.co/dib4iCsyWh,,1/7/15 13:53,5.52946e+17,SoccerÛ¢ë_ë_ëÒ,Central Time (US & Canada),['#Coachella2015'],[],RT:Seeyouin99days#Coachella2015http://t.co/dib4iCsyWh,RT:Seeyouin99days#Coachella2015,RT:Seeyouin99days#Coachella2015,rt:seeyouin99days#coachella2015,rt:seeyouin99days#coachella2015,rt:seeyouindays#coachella,rtseeyouindayscoachella
positive,yes,joshua_aen,0,Got my weekend 2 pass for #coachella2015.  Pumped to be marking this #music festival off myÛ_ http://t.co/kkx94sYJV0,,1/7/15 13:52,5.52946e+17,"Denver, Colorado",Mountain Time (US & Canada),"['#coachella2015', '#music']",[],Gotmyweekend2passfor#coachella2015.Pumpedtobemarkingthis#musicfestivaloffmyÛ_http://t.co/kkx94sYJV0,Gotmyweekend2passfor#coachella2015.Pumpedtobemarkingthis#musicfestivaloffmyÛ_,Gotmyweekend2passfor#coachella2015.Pumpedtobemarkingthis#musicfestivaloffmy_,gotmyweekend2passfor#coachella2015.pumpedtobemarkingthis#musicfestivaloffmy_,gotmyweekend2passfor#coachella2015.pumpedtobemarkingthis#musicfestivaloffmy_,gotmyweekendpassfor#coachella.pumpedtobemarkingthis#musicfestivaloffmy_,gotmyweekendpassforcoachellapumpedtobemarkingthismusicfestivaloffmy
positive,yes,BenjaminSimons,0,Still trying to find tickets for #Coachella2015 so hmu if you're selling!,,1/7/15 13:52,5.52946e+17,IV,Pacific Time (US & Canada),['#Coachella2015'],[],Stilltryingtofindticketsfor#Coachella2015sohmuifyou'reselling!,Stilltryingtofindticketsfor#Coachella2015sohmuifyou'reselling!,Stilltryingtofindticketsfor#Coachella2015sohmuifyou'reselling!,stilltryingtofindticketsfor#coachella2015sohmuifyou'reselling!,stilltryingtofindticketsfor#coachella2015sohmuifyou'reselling!,stilltryingtofindticketsfor#coachellasohmuifyou'reselling!,stilltryingtofindticketsforcoachellasohmuifyoureselling
positive,yes,LANGMarMendoza,0,"@RMSpuhler @mimi3000 @meiwen_liang You've been quoted in my #Storify story ""#Coachella2015 tickets sold out"" http://t.co/QP4TZWCIxL",,1/7/15 13:51,5.52946e+17,"Los Angeles, Calif.",Hawaii,"['#Storify', '#Coachella2015']",[],"You'vebeenquotedinmy#Storifystory""#Coachella2015ticketssoldout""http://t.co/QP4TZWCIxL","You'vebeenquotedinmy#Storifystory""#Coachella2015ticketssoldout""","You'vebeenquotedinmy#Storifystory""#Coachella2015ticketssoldout""","you'vebeenquotedinmy#storifystory""#coachella2015ticketssoldout""","you'vebeenquotedinmy#storifystory""#coachella2015ticketssoldout""","you'vebeenquotedinmy#storifystory""#coachellaticketssoldout""",youvebeenquotedinmystorifystorycoachellaticketssoldout
positive,yes,ihoppermeredith,0,"If anyone has an extra Car Camping ticket, hit me up, our group needs one! #Coachella #Coachella2015 #Coachellatickets",,1/7/15 13:51,5.52946e+17,"Tempe, AZ",Pacific Time (US & Canada),"['#Coachella', '#Coachella2015', '#Coachellatickets']",[],"IfanyonehasanextraCarCampingticket,hitmeup,ourgroupneedsone!#Coachella#Coachella2015#Coachellatickets","IfanyonehasanextraCarCampingticket,hitmeup,ourgroupneedsone!#Coachella#Coachella2015#Coachellatickets","IfanyonehasanextraCarCampingticket,hitmeup,ourgroupneedsone!#Coachella#Coachella2015#Coachellatickets","ifanyonehasanextracarcampingticket,hitmeup,ourgroupneedsone!#coachella#coachella2015#coachellatickets","ifanyonehasanextracarcampingticket,hitmeup,ourgroupneedsone!#coachella#coachella2015#coachellatickets","ifanyonehasanextracarcampingticket,hitmeup,ourgroupneedsone!#coachella#coachella#coachellatickets",ifanyonehasanextracarcampingtickethitmeupourgroupneedsonecoachellacoachellacoachellatickets
positive,yes,model_life2015,8,RT @Modelinia: The #Coachella2015 lineup has arrived! Here are 10 acts you MUST see at this year's festival: http://t.co/IWzxoxfiHj http://Û_,,1/7/15 13:50,5.52945e+17,,,['#Coachella2015'],[],RT:The#Coachella2015lineuphasarrived!Hereare10actsyouMUSTseeatthisyear'sfestival:http://t.co/IWzxoxfiHjhttp://Û_,RT:The#Coachella2015lineuphasarrived!Hereare10actsyouMUSTseeatthisyear'sfestival:,RT:The#Coachella2015lineuphasarrived!Hereare10actsyouMUSTseeatthisyear'sfestival:,rt:the#coachella2015lineuphasarrived!hereare10actsyoumustseeatthisyear'sfestival:,rt:the#coachella2015lineuphasarrived!hereare10actsyoumustseeatthisyear'sfestival:,rt:the#coachellalineuphasarrived!hereareactsyoumustseeatthisyear'sfestival:,rtthecoachellalineuphasarrivedhereareactsyoumustseeatthisyearsfestival
positive,yes,_Belmarie,16,RT @OurFemaleRebel: Miley's getting ready for #Coachella2015 Bleach Blonde it is             _ÙÕà_ÙÕÉ_ÙÔ± http://t.co/k1MvQpRJyL,,1/7/15 13:49,5.52945e+17,,,['#Coachella2015'],[],RT:Miley'sgettingreadyfor#Coachella2015BleachBlondeitis_ÙÕà_ÙÕÉ_ÙÔ±http://t.co/k1MvQpRJyL,RT:Miley'sgettingreadyfor#Coachella2015BleachBlondeitis_ÙÕà_ÙÕÉ_ÙÔ±,RT:Miley'sgettingreadyfor#Coachella2015BleachBlondeitis___,rt:miley'sgettingreadyfor#coachella2015bleachblondeitis___,rt:miley'sgettingreadyfor#coachella2015bleachblondeitis___,rt:miley'sgettingreadyfor#coachellableachblondeitis___,rtmileysgettingreadyforcoachellableachblondeitis
positive,yes,FKB__,2,RT @JSterns7: Looking to buy a weekend one @coachella pass #coachella #Coachella2015 @TexasEDMFamily,,1/7/15 13:47,5.52945e+17,,Eastern Time (US & Canada),"['#coachella', '#Coachella2015']",[],RT:Lookingtobuyaweekendonepass#coachella#Coachella2015,RT:Lookingtobuyaweekendonepass#coachella#Coachella2015,RT:Lookingtobuyaweekendonepass#coachella#Coachella2015,rt:lookingtobuyaweekendonepass#coachella#coachella2015,rt:lookingtobuyaweekendonepass#coachella#coachella2015,rt:lookingtobuyaweekendonepass#coachella#coachella,rtlookingtobuyaweekendonepasscoachellacoachella
positive,yes,_jennster21,0,I regret buying #EDCLV tickets... I want to go to Coachella so so bad!!!! _Ù÷__Ù÷__Ù÷_ who wants two edc tickets!?! #insomniac #Coachella2015 _ÙÕÐ_ÙÕÐ_ÙÕÐ_Ùª,,1/7/15 13:47,5.52945e+17,,,"['#EDCLV', '#insomniac', '#Coachella2015']",[],Iregretbuying#EDCLVtickets...IwanttogotoCoachellasosobad!!!!_Ù÷__Ù÷__Ù÷_whowantstwoedctickets!?!#insomniac#Coachella2015_ÙÕÐ_ÙÕÐ_ÙÕÐ_Ùª,Iregretbuying#EDCLVtickets...IwanttogotoCoachellasosobad!!!!_Ù÷__Ù÷__Ù÷_whowantstwoedctickets!?!#insomniac#Coachella2015_ÙÕÐ_ÙÕÐ_ÙÕÐ_Ùª,Iregretbuying#EDCLVtickets...IwanttogotoCoachellasosobad!!!!______whowantstwoedctickets!?!#insomniac#Coachella2015____,iregretbuying#edclvtickets...iwanttogotocoachellasosobad!!!!______whowantstwoedctickets!?!#insomniac#coachella2015____,iregretbuying#edclvtickets...iwanttogotocoachellasosobad!!!!______whowantstwoedctickets!?!#insomniac#coachella2015____,iregretbuying#edclvtickets...iwanttogotocoachellasosobad!!!!______whowantstwoedctickets!?!#insomniac#coachella____,iregretbuyingedclvticketsiwanttogotocoachellasosobadwhowantstwoedcticketsinsomniaccoachella
positive,yes,cruznkenga,0,Weekend 2 baby #Coachella2015 #wk2 #,,1/7/15 13:46,5.52944e+17,"Coachella, Ca",,"['#Coachella2015', '#wk2']",[],Weekend2baby#Coachella2015#wk2#,Weekend2baby#Coachella2015#wk2#,Weekend2baby#Coachella2015#wk2#,weekend2baby#coachella2015#wk2#,weekend2baby#coachella2015#wk2#,weekendbaby#coachella#wk#,weekendbabycoachellawk
positive,yes,isaafreak,0,#Coachella2015 week two YAAAAASSSSSSSS!!!! @xMusicalCells _ÙÎÈ_ÙÎÈ_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷Ý_Ù÷Ý_Ù÷Ý_Ù÷,,1/7/15 13:45,5.52944e+17,,Alaska,['#Coachella2015'],[],#Coachella2015weektwoYAAAAASSSSSSSS!!!!_ÙÎÈ_ÙÎÈ_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷Ý_Ù÷Ý_Ù÷Ý_Ù÷,#Coachella2015weektwoYAAAAASSSSSSSS!!!!_ÙÎÈ_ÙÎÈ_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷Ý_Ù÷Ý_Ù÷Ý_Ù÷,#Coachella2015weektwoYAAAAASSSSSSSS!!!!__________,#coachella2015weektwoyaaaaassssssss!!!!__________,#coachella2015weektwoyaaaaassssssss!!!!__________,#coachellaweektwoyaaaaassssssss!!!!__________,coachellaweektwoyaaaaassssssss
positive,yes,Jammit08,1,See in the dessert @Kyra_IX @sammyslammr !!!!!! #Coachella2015 #RoundThree #Excited #ItsAllHappening,,1/7/15 13:45,5.52944e+17,Maskwacis Ab Canada,Arizona,"['#Coachella2015', '#RoundThree', '#Excited', '#ItsAllHappening']",[],Seeinthedessert!!!!!!#Coachella2015#RoundThree#Excited#ItsAllHappening,Seeinthedessert!!!!!!#Coachella2015#RoundThree#Excited#ItsAllHappening,Seeinthedessert!!!!!!#Coachella2015#RoundThree#Excited#ItsAllHappening,seeinthedessert!!!!!!#coachella2015#roundthree#excited#itsallhappening,seeinthedessert!!!!!!#coachella2015#roundthree#excited#itsallhappening,seeinthedessert!!!!!!#coachella#roundthree#excited#itsallhappening,seeinthedessertcoachellaroundthreeexciteditsallhappening
positive,yes,ShayneOfficial,1,RT @sleazystfn: Guess is who is gonna wiggle wiggle at coachella! @chHELLOVENUS #Coachella2015 #Coachella #kpop #hellovenus http://t.co/19XÛ_,,1/7/15 13:44,5.52944e+17,"Bay Area, California",Pacific Time (US & Canada),"['#Coachella2015', '#Coachella', '#kpop', '#hellovenus']",[],RT:Guessiswhoisgonnawigglewiggleatcoachella!#Coachella2015#Coachella#kpop#hellovenushttp://t.co/19XÛ_,RT:Guessiswhoisgonnawigglewiggleatcoachella!#Coachella2015#Coachella#kpop#hellovenus,RT:Guessiswhoisgonnawigglewiggleatcoachella!#Coachella2015#Coachella#kpop#hellovenus,rt:guessiswhoisgonnawigglewiggleatcoachella!#coachella2015#coachella#kpop#hellovenus,rt:guessiswhoisgonnawigglewiggleatcoachella!#coachella2015#coachella#kpop#hellovenus,rt:guessiswhoisgonnawigglewiggleatcoachella!#coachella#coachella#kpop#hellovenus,rtguessiswhoisgonnawigglewiggleatcoachellacoachellacoachellakpophellovenus
positive,yes,LeManbun_Vinh,0,See y'all at Coachella _Ù÷÷ #Coachella2015,"[32.85934729, -117.22100518]",1/7/15 13:44,5.52944e+17,San Diego,,['#Coachella2015'],[],Seey'allatCoachella_Ù÷÷#Coachella2015,Seey'allatCoachella_Ù÷÷#Coachella2015,Seey'allatCoachella_#Coachella2015,seey'allatcoachella_#coachella2015,seey'allatcoachella_#coachella2015,seey'allatcoachella_#coachella,seeyallatcoachellacoachella
positive,yes,_Kellavilla,1,RT @heyittsdreah: @_Kellavilla Soon _ÙÕ¥_ÙÎ«Ý¼_Ù_Á #Coachella2015,,1/7/15 13:43,5.52944e+17,,,['#Coachella2015'],[],RT:Soon_ÙÕ¥_ÙÎ«Ý¼_Ù_Á#Coachella2015,RT:Soon_ÙÕ¥_ÙÎ«Ý¼_Ù_Á#Coachella2015,RT:Soon____#Coachella2015,rt:soon____#coachella2015,rt:soon____#coachella2015,rt:soon____#coachella,rtsooncoachella
positive,yes,MissGallo,0,Two words you never want to see...#Coachella2015 http://t.co/ziAviNDVfD,"[0.0, 0.0]",1/7/15 13:42,5.52943e+17,NYC | LA | SF,Quito,['#Coachella2015'],[],Twowordsyouneverwanttosee...#Coachella2015http://t.co/ziAviNDVfD,Twowordsyouneverwanttosee...#Coachella2015,Twowordsyouneverwanttosee...#Coachella2015,twowordsyouneverwanttosee...#coachella2015,twowordsyouneverwanttosee...#coachella2015,twowordsyouneverwanttosee...#coachella,twowordsyouneverwanttoseecoachella
positive,yes,RavingGanja,4,RT @booyouwhores: so yeah IÛªm looking for a weekend 1 coachella ticket! please RT to help me find one thanks #Coachella2015 #coachellaforsaÛ_,,1/7/15 13:42,5.52943e+17,Wonderland,,"['#Coachella2015', '#coachellaforsa']",[],RT:soyeahIÛªmlookingforaweekend1coachellaticket!pleaseRTtohelpmefindonethanks#Coachella2015#coachellaforsaÛ_,RT:soyeahIÛªmlookingforaweekend1coachellaticket!pleaseRTtohelpmefindonethanks#Coachella2015#coachellaforsaÛ_,RT:soyeahImlookingforaweekend1coachellaticket!pleaseRTtohelpmefindonethanks#Coachella2015#coachellaforsa_,rt:soyeahimlookingforaweekend1coachellaticket!pleaserttohelpmefindonethanks#coachella2015#coachellaforsa_,rt:soyeahimlookingforaweekend1coachellaticket!pleaserttohelpmefindonethanks#coachella2015#coachellaforsa_,rt:soyeahimlookingforaweekendcoachellaticket!pleaserttohelpmefindonethanks#coachella#coachellaforsa_,rtsoyeahimlookingforaweekendcoachellaticketpleaserttohelpmefindonethankscoachellacoachellaforsa
positive,yes,CachuWinkyface,0,"looking for two GA #Coachella #Coachella2015 tickets + car camping
#crychella2k15",,1/7/15 13:42,5.52943e+17,,Pacific Time (US & Canada),"['#Coachella', '#Coachella2015', '#crychella2k15']",[],lookingfortwoGA#Coachella#Coachella2015tickets+carcamping#crychella2k15,lookingfortwoGA#Coachella#Coachella2015tickets+carcamping#crychella2k15,lookingfortwoGA#Coachella#Coachella2015tickets+carcamping#crychella2k15,lookingfortwoga#coachella#coachella2015tickets+carcamping#crychella2k15,lookingfortwoga#coachella#coachella2015tickets+carcamping#crychella2k15,lookingfortwoga#coachella#coachellatickets+carcamping#crychellak,lookingfortwogacoachellacoachellaticketscarcampingcrychellak
