,coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,hashtags
119,positive,yes,Jenna8515,0,Ahh 38 mins of staring @the comp screen waiting 2 purchase @coachella tix was worth it from #cantwait #Coachella2015 http://t.co/9XuUlTimuZ,,1/7/15 12:55,5.52931e+17,World Traveler ,Eastern Time (US & Canada),"['#cantwait', '#Coachella2015']"
120,positive,yes,xoSergio,0,Waited at 12 on the dot for Weekend 1 tickets and they sold out 50 mins later. #sosad #Coachella2015,,1/7/15 12:55,5.52931e+17,,Pacific Time (US & Canada),"['#sosad', '#Coachella2015']"
121,positive,yes,TheeSweetestTea,0,"And THAT, my friends, is why you should always take advantage of presale #Coachella2015",,1/7/15 12:54,5.52931e+17,,Pacific Time (US & Canada),['#Coachella2015']
122,positive,yes,JacqSpeer,0,_Ù÷_Let the countdown begin!! brn_3ttt #coachella2015 #FLO #FINALLY @hanabolabolaÛ_ http://t.co/qal0EBwZ8O,,1/7/15 12:54,5.52931e+17,"Fort Worth, Texas",Central Time (US & Canada),"['#coachella2015', '#FLO', '#FINALLY']"
123,positive,yes,honestlycarolyn,0,My blood pressure has never been higher #Coachella2015 #ticketprobs,,1/7/15 12:54,5.52931e+17,Southern California,Pacific Time (US & Canada),"['#Coachella2015', '#ticketprobs']"
124,positive,yes,amanda_cee,0,take me with youuuuuuu RT @PipaVal: Iz happeninnn #Coachella2015 Ï¬ http://t.co/UWYGvJ9HMs,,1/7/15 12:54,5.52931e+17,,Quito,['#Coachella2015']
125,positive,yes,MyMyshelly,0,Thinking about sneaking into #Coachella2015 just to see @MarinasDiamonds perform. _Ù÷ ,,1/7/15 12:51,5.52931e+17,Los Angeles CA,Arizona,['#Coachella2015']
126,positive,yes,Rolfring,0,"Hell yea,Norwegian act @toddterjeolsen @ellenwoodEP: so what do you really really think about the lineup for #Coachella2015 ? worth going?Û",,1/7/15 12:51,5.5293e+17,"Asker, Norway",,['#Coachella2015']
127,positive,yes,rodela_sandra,0,I want to go to coachella _Ù÷_ #Coachella2015,,1/7/15 12:50,5.5293e+17,,,['#Coachella2015']
128,positive,yes,PipaVal,0,Iz happeninnn #Coachella2015 Ï¬ http://t.co/P91OiHk9dB,,1/7/15 12:49,5.5293e+17,"Miami, FL",Quito,['#Coachella2015']
129,positive,yes,BrookeNicholexo,0,lol call me the ticketmaster cause I literally got all my friends through_ÙªÎ #Coachella2015 #chipotle,,1/7/15 12:49,5.5293e+17,Vegas. Bilbao. Reno ,,"['#Coachella2015', '#chipotle']"
130,positive,yes,VMTEvents,2,".@coachella passes sold out fast, but you can still get Travel Packages with TICKETS at http://t.co/E5vwXga6a4 #Coachella #Coachella2015",,1/7/15 12:49,5.5293e+17,,Eastern Time (US & Canada),"['#Coachella', '#Coachella2015']"
131,positive,yes,IsabelsWild,0,i got my coachella ticket!! VIP doe #Coachella2015 #Coachella2015,,1/7/15 12:49,5.5293e+17,,Pacific Time (US & Canada),"['#Coachella2015', '#Coachella2015']"
132,positive,yes,ZoeColaso,0,Conversations with Darlene_Ù÷â #Coachella2015 #Drake #need http://t.co/ITcNJiEYE2,"[34.41225069, -119.69820988]",1/7/15 12:48,5.5293e+17,California grown ,Pacific Time (US & Canada),"['#Coachella2015', '#Drake', '#need']"
133,positive,yes,dajaaaaaah,0,SOOOOOO EXCITED !!!!!!! #coachella2015 #coachella and we barely decided to go less than 24 hours ago _Ù÷± http://t.co/chYlUj6VxT,,1/7/15 12:48,5.5293e+17,,,"['#coachella2015', '#coachella']"
134,positive,yes,jetaimenicole,0,Weekend One TURN UP #Coachella2015 #BackToBack Ï¬_Ùã_Ù_¦_ÙÎÈ_Ù_Î_ÙÔÉ,"[35.06229209, -106.52064138]",1/7/15 12:47,5.52929e+17,Desert child ,Mountain Time (US & Canada),"['#Coachella2015', '#BackToBack']"
135,positive,yes,ofi37,0,MY BODY IS READY! #COACHELLA2015 Ï¬_Ù÷_ http://t.co/Vx95EI0pih,,1/7/15 12:47,5.52929e+17,"Mexicali, BC. Mex.",Pacific Time (US & Canada),['#COACHELLA2015']
136,positive,yes,LAWeeklyMusic,1,"Holy crap! That didn't take long. RT @TheScenestar SOLD OUT #Coachella #Coachella2015 RT ""@coachella: Thank you. """,,1/7/15 12:46,5.52929e+17,Los Angeles,Pacific Time (US & Canada),"['#Coachella', '#Coachella2015']"
137,positive,yes,YoPatPat,1,RT @FrizzyJimz: yeaAAAAAahhhhh got my tickets #coachella2015,,1/7/15 12:44,5.52929e+17,Grand Terrace ,Pacific Time (US & Canada),['#coachella2015']
138,positive,yes,allykat2001,0,@Drake can I go with ya :) #Coachella2015,,1/7/15 12:44,5.52929e+17,DC VA ,Eastern Time (US & Canada),['#Coachella2015']
139,positive,yes,natttem,0,Hehe got my Coachella ticket _Ùª_ #weekend2 #Coachella2015,,1/7/15 12:44,5.52929e+17,,,"['#weekend2', '#Coachella2015']"
140,positive,yes,FaithKilledHope,0,Guess where I'll be spending my 21st birthday ÷¼ü_Ù÷__Ù÷_Ù÷_Ù÷_Ù÷ _ÙÕ¥#coachella2015 #21st http://t.co/W4KSa7AB49,,1/7/15 12:43,5.52929e+17,,Pacific Time (US & Canada),"['#coachella2015', '#21st']"
141,positive,yes,HummingWanderer,0,#Coachella2015 sold out in the matter of just 30 minutes. Doesn't come as a surprise with that lineup.,,1/7/15 12:43,5.52928e+17,New Delhi,New Delhi,['#Coachella2015']
142,positive,yes,lissuuhh,0,"It's official_Ù÷_ÙªÎÏÓü 
#Coachella2015 I'm coming for ya !",,1/7/15 12:42,5.52928e+17,,Pacific Time (US & Canada),['#Coachella2015']
143,positive,yes,EdgardMallandro,1,RT @Tony_sarandos: @petetong @Alesso @Ingrosso @KygoMusic @kaskade all in one festival! #hype #coachella2015,,1/7/15 12:42,5.52928e+17,,Arizona,"['#hype', '#coachella2015']"
144,positive,yes,Kaaitlyn,0,It was a tough call but I couldn't live with myself if I missed  AC_ÁüDC  #Coachella2015 #year5,,1/7/15 12:42,5.52928e+17,,Pacific Time (US & Canada),"['#Coachella2015', '#year5']"
145,positive,yes,tiffbunnny,0,COACHELLA TICKETS PURCHASED. YAS. #Coachella2015,,1/7/15 12:41,5.52928e+17,,,['#Coachella2015']
146,positive,yes,LindsayMurphy9,0,Can't wait to dance the days away with these beautiful ladies @AlisaMarieMay @kteeoh #Coachella #Coachella2015,,1/7/15 12:41,5.52928e+17,,Quito,"['#Coachella', '#Coachella2015']"
147,positive,yes,Alonso93Bryan,0,Crazy how fast Coachella sells out _Ù÷ #Coachella2015,,1/7/15 12:40,5.52928e+17,,,['#Coachella2015']
148,positive,yes,christian_task,0,Aaaaand chellas sold out. Hope all my friends got tickets or im going solo #Coachella2015,"[36.04605014, -115.02569063]",1/7/15 12:39,5.52928e+17,"Las Vegas, NV",Pacific Time (US & Canada),['#Coachella2015']
149,positive,yes,vckycvstro,0,"literally almost had a mother fuggin heart attack w/ bew getting his ticket.. but zawlll gooood, see you soon #Coachella2015 _Ù÷__ÙÕÇ_Ù___Ù_ü_ÙÎµ",,1/7/15 12:39,5.52927e+17,,,['#Coachella2015']
150,positive,yes,lily_giada,0,@coachella got me going through some tribulations today. Major heart palpitations man. #lol #Coachella2015 #heartracing #refreshpage #swing,,1/7/15 12:38,5.52927e+17,"Portland, OR",Pacific Time (US & Canada),"['#lol', '#Coachella2015', '#heartracing', '#refreshpage', '#swing']"
151,positive,yes,oneandonlydrake,0,@coachella will soon have to be two weekends twice a year or three weekends. #coachella2015 #Coachella #ticketprobz _Ù÷©_Ù÷Ç_Ù÷Ç #INEEDTICKETS,,1/7/15 12:38,5.52927e+17,Austin,,"['#coachella2015', '#Coachella', '#ticketprobz', '#INEEDTICKETS']"
152,positive,yes,HunterRaitt,0,Round 2 here we come _ÙÎ«_Ù_¦Ý¼ü_ÙÎ_ #Coachella2015 @4realdug _ÙÎü,,1/7/15 12:38,5.52927e+17,Canada,Pacific Time (US & Canada),['#Coachella2015']
153,positive,yes,adampelaez,0,April can't come soon enough! @coachella #Coachella2015 #Weekend2 http://t.co/KPGguQpcs7,,1/7/15 12:37,5.52927e+17,,Pacific Time (US & Canada),"['#Coachella2015', '#Weekend2']"
154,positive,yes,clroberts94,0,Can't wait for April #Coachella2015 _ÙªÎ_ÙÕ¥_ÙÔø_Ù_ä_Ù__Ùá_Ù_ö,,1/7/15 12:37,5.52927e+17,,,['#Coachella2015']
155,positive,yes,Markerito,0,Trynna but Coachella tickets like #Coachella2015 http://t.co/2ylPhZqEqt,,1/7/15 12:37,5.52927e+17,,,['#Coachella2015']
156,positive,yes,Markerito,1,When weekend 1 is sold out #Coachella2015 http://t.co/8kfc2wlJsA,,1/7/15 12:36,5.52927e+17,,,['#Coachella2015']
157,positive,yes,TheSeventhDevil,1,"RT @kaitiecg: Here we go. Looking for Coachella Wknd 2 car camping pass. If you hate the lineup and want to offload, DM me. #Coachella #CoaÛ_",,1/7/15 12:35,5.52927e+17,"Los Angeles, CA",Pacific Time (US & Canada),"['#Coachella', '#Coa']"
158,positive,yes,xkay_dwyerx,0,Ahhhhhhhhh I could burst i'm that excited #Coachella2015 _Ù_ä_Ùª__Ùª__Ù_ä,,1/7/15 12:34,5.52926e+17,,,['#Coachella2015']
159,positive,yes,conye1,0,I got Coachella weekend 1 tickets. No biggie. _Ù÷_ #coachella #Coachella2015 #weekend1 #coachellaweekend1 #hashtagoverload,,1/7/15 12:34,5.52926e+17,City of Angels,Pacific Time (US & Canada),"['#coachella', '#Coachella2015', '#weekend1', '#coachellaweekend1', '#hashtagoverload']"
160,positive,yes,JesslynBlake,0,"Wow, #Coachella2015 sold out in 30 minutes _Ù÷_",,1/7/15 12:33,5.52926e+17,"Los Angeles, CA",,['#Coachella2015']
161,positive,yes,bhaked,0,The wait is real #Coachella2015,,1/7/15 12:33,5.52926e+17,,,['#Coachella2015']
162,positive,yes,RamsesPatron,0,It's official now #Coachella2015  here I come!! _Ù÷_ http://t.co/t9oFEdAuhV,"[34.0092773, -118.03883713]",1/7/15 12:32,5.52926e+17,Whittier,Pacific Time (US & Canada),['#Coachella2015']
163,positive,yes,Emalita_lou,0,Wish I was going to #Coachella2015,,1/7/15 12:31,5.52926e+17,Florida÷Ûü,Eastern Time (US & Canada),['#Coachella2015']
164,positive,yes,FrizzyJimz,1,yeaAAAAAahhhhh got my tickets #coachella2015,,1/7/15 12:31,5.52925e+17,,Pacific Time (US & Canada),['#coachella2015']
165,positive,yes,M_CookinItUp,1,"RT @Bailelicious: Coachella 2015, so hyped _ÙªÎ_ü #Coachella2015 #Weekend2",,1/7/15 12:30,5.52925e+17,,Pacific Time (US & Canada),"['#Coachella2015', '#Weekend2']"
166,positive,yes,OMONEYRECORDS,0,@MOMOMOYOUTH you Getting love in Russia!! Congrats on #Coachella2015 http://t.co/o2cg00wEjq,,1/7/15 12:30,5.52925e+17,Black River Falls,,['#Coachella2015']
167,positive,yes,TheTwistQuist,0,Here goes! #coachella2015 _ÙÎ« http://t.co/dHUc8mTQgp,,1/7/15 12:29,5.52925e+17,,Pacific Time (US & Canada),['#coachella2015']
168,positive,yes,trianagarcias,0,"READY, SET, _Ù_Á  #Coachella2015 http://t.co/FpVFPrrdbW",,1/7/15 12:29,5.52925e+17,"Los Angeles, CA",Tijuana,['#Coachella2015']
169,positive,yes,louis_louis20,0,Even though the prices are an arm and and a leg it's all going to be worth it at the end #Coachella2015,,1/7/15 12:29,5.52925e+17,on the hogwarts express ,Quito,['#Coachella2015']
170,positive,yes,cynnlovee,2,RT @mgblue92: All I need is the Car Camping and I'm set!!! #Coachella2015,,1/7/15 12:28,5.52925e+17,@planetcalix ~,Alaska,['#Coachella2015']
171,positive,yes,kevinpark140,0,UCLA has good wifi #Coachella2015,,1/7/15 12:27,5.52925e+17,,Quito,['#Coachella2015']
172,positive,yes,TheElite_JQ442,0,GOT MY TICKETS TO #Coachella2015 _ÙªÎ_ÙªÎ_ÙªÎ_ÙªÎ_ÙªÎ_ÙªÎ,,1/7/15 12:27,5.52925e+17,,,['#Coachella2015']
173,positive,yes,Lill_double_L,0,#Thisjusthappened!! Yay so excited!! #Coachella2015 #imsobroke lol! #soworthit http://t.co/4vT3NGkHvA,,1/7/15 12:27,5.52924e+17,City of Angels,Pacific Time (US & Canada),"['#Thisjusthappened', '#Coachella2015', '#imsobroke', '#soworthit']"
174,positive,yes,_naaaaataly,1,RT @ayotiffany22: Got my ticket _Ù___Ù_ä_Ù_ä_Ù_ä_Ù___Ù__ #Coachella2015,,1/7/15 12:27,5.52924e+17,,Arizona,['#Coachella2015']
175,positive,yes,koufaxmusic,1,something for your ears while you wait on the standby page #Coachella #Coachella2015 https://t.co/3vhd4Ckuxf,,1/7/15 12:27,5.52924e+17,"Toronto, CA",,"['#Coachella', '#Coachella2015']"
176,positive,yes,MattManookian,0,YESSSSSSSS!!!!! #Coachella2015 I'm ready for you _Ù÷__Ù÷__Ù÷_ http://t.co/IoTUHR4xdC,,1/7/15 12:26,5.52924e+17,,,['#Coachella2015']
177,positive,yes,RockoNoir,2,Sitting here on the standby page for coachella tickets #Coachella2015 http://t.co/s6uVh6rUim,,1/7/15 12:26,5.52924e+17,DMV,Eastern Time (US & Canada),['#Coachella2015']
178,positive,yes,iFrancke,0,Just bought my ticket for Weekend 2 at #Coachella2015 Happy early birthday to me!!! #couldIBEmoreLA #amibasicnow  #LAbucketlist,"[34.00750539, -118.48940341]",1/7/15 12:26,5.52924e+17,"Santa Monica, California ",Pacific Time (US & Canada),"['#Coachella2015', '#couldIBEmoreLA', '#amibasicnow', '#LAbucketlist']"
179,positive,yes,mgblue92,2,All I need is the Car Camping and I'm set!!! #Coachella2015,,1/7/15 12:26,5.52924e+17,Dodgers Stadium /LA,Pacific Time (US & Canada),['#Coachella2015']
180,positive,yes,ayotiffany22,1,Got my ticket _Ù___Ù_ä_Ù_ä_Ù_ä_Ù___Ù__ #Coachella2015,,1/7/15 12:25,5.52924e+17,,,['#Coachella2015']
181,positive,yes,rebekobe,1,#Coachella2015 tickets sold out stupid fast @coachella,,1/7/15 12:24,5.52924e+17,LA to the bay,Pacific Time (US & Canada),['#Coachella2015']
182,positive,yes,travissaurusrex,0,#Coachella2015 we comin for you,,1/7/15 12:24,5.52924e+17,Long Beach,Pacific Time (US & Canada),['#Coachella2015']
183,positive,yes,LadiiMafia,0,may the odds be in your favor ÏÎü_ÙÎü_ÙÕ¥ #Coachella2015,,1/7/15 12:24,5.52924e+17,,,['#Coachella2015']
184,positive,yes,Fuuckinsarah,1,RT @dfuckind: @LilTifff @Fuuckinsarah got them hoes! see ya weekend 2!!!! #coachella2015,,1/7/15 12:23,5.52923e+17,,,['#coachella2015']
185,positive,yes,moniquevanity08,1,@coachella here we come again!!! @MaddisonDelaney @adriannamcortes _ÙÎ__ÙÎÈ_ÙÎµ÷Ûü #Coachella2015,,1/7/15 12:22,5.52923e+17,,,['#Coachella2015']
186,positive,yes,TheAndresPuerta,0,Free showers and cell phone charging stations in all campground lots?!?!? :O  ... Coachella &gt;&gt; TomorrowWorld #Coachella2015,,1/7/15 12:22,5.52923e+17,South Florida,Atlantic Time (Canada),['#Coachella2015']
187,positive,yes,cindythongs,0,My day just got better _ÙªÎ. #Coachella2015 http://t.co/b2XttPRXUV,,1/7/15 12:22,5.52923e+17,"San Diego, CA ",Pacific Time (US & Canada),['#Coachella2015']
188,positive,yes,mariahlefty_55,0,It's official! #Coachella2015,,1/7/15 12:22,5.52923e+17,,,['#Coachella2015']
189,positive,yes,Missohsoripe,0,I want to go to #Coachella2015 _Ù÷_ü http://t.co/vOemd2GpEm,,1/7/15 12:22,5.52923e+17,"SD/LA, California ",Pacific Time (US & Canada),['#Coachella2015']
190,positive,yes,MireyaAPrado,0,Anxiety attacks this afternoon #Coachella2015,,1/7/15 12:21,5.52923e+17,"Orange County, CA",Arizona,['#Coachella2015']
191,positive,yes,R12A_,0,So pumped for Axwell &amp; Ingrosso ! #Coachella2015,,1/7/15 12:21,5.52923e+17,M.C._ü,,['#Coachella2015']
192,positive,yes,xokyram,0,ÛÏ@ChrisR_16: The fact kyram got through stand by in less that 5 minutes... #recordtime #Coachella2015Û No wait for me _Ù÷_Ù÷â_Ù÷__Ù÷__Ù÷_,,1/7/15 12:20,5.52923e+17,,Arizona,"['#recordtime', '#Coachella2015']"
193,positive,yes,YoursTrulyPower,0,It looks like I'll be at @coachella again #Coachella2015,,1/7/15 12:20,5.52923e+17,,,['#Coachella2015']
194,positive,yes,AlexisCole81,0,In off the red!!! Coachella 2015 tickets.....Done! #Coachella #Coachella2015 Now to get in shape!!,,1/7/15 12:20,5.52923e+17,Cardiff,,"['#Coachella', '#Coachella2015']"
195,positive,yes,annikameurer,3,RT @RaphNasty: The closest I'll ever get to the feeling of defusing a bomb is waiting on the standby page for Coachella tickets. #CoachellaÛ_,,1/7/15 12:19,5.52923e+17,,Arizona,['#Coachella']
196,positive,yes,taylordecotis,0,That feeling when you buy your #Coachella2015 #weekend1 ticket _ÙªÎ @coachella,,1/7/15 12:19,5.52923e+17,,Pacific Time (US & Canada),"['#Coachella2015', '#weekend1']"
197,positive,yes,lorraineeyoung,0,Coachella here I come again!!! #Coachella2015 #3rdyear ª´,,1/7/15 12:19,5.52923e+17,Los Angeles,Pacific Time (US & Canada),"['#Coachella2015', '#3rdyear']"
198,positive,yes,JacobHoefert,1,RT @florence47: Just got real _ÙªÎ #Coachella2015 @JacobHoefert http://t.co/s9lZwNrQIL,,1/7/15 12:19,5.52923e+17,,Arizona,['#Coachella2015']
199,positive,yes,melissa_yv7,1,RT @amandavillicana: Thank the lord I got thru!! #coachella2015,,1/7/15 12:19,5.52922e+17,"Chino,California",Arizona,['#coachella2015']
200,positive,yes,ingloriousClos,0,Weekend 1 crew WADDAP!! #Coachella2015,"[33.70122512, -117.7918253]",1/7/15 12:19,5.52922e+17,Planet Telex,Pacific Time (US & Canada),['#Coachella2015']
201,positive,yes,amandavillicana,1,Thank the lord I got thru!! #coachella2015,,1/7/15 12:18,5.52922e+17,,,['#coachella2015']
202,positive,yes,jaywoodzs,0,Honestly just got an adrenaline rush from fucking getting my tickets #coachella2015 @caaiiit_,"[33.77844269, -118.31647066]",1/7/15 12:18,5.52922e+17,,,['#coachella2015']
203,positive,yes,ChrisR_16,0,The fact kyram got through stand by in less that 5 minutes... #recordtime #Coachella2015,,1/7/15 12:18,5.52922e+17,California,Pacific Time (US & Canada),"['#recordtime', '#Coachella2015']"
204,positive,yes,Dinglebrero,0,This is how I shop for #Coachella2015 tickets. http://t.co/OfQk9jk35z,,1/7/15 12:18,5.52922e+17,"Los Angeles, CA",Arizona,['#Coachella2015']
205,positive,yes,florence47,1,Just got real _ÙªÎ #Coachella2015 @JacobHoefert http://t.co/s9lZwNrQIL,,1/7/15 12:17,5.52922e+17,ASU,,['#Coachella2015']
206,positive,yes,sandraabeliebs,1,OFICALLLY GOING TO COACHELLA THIS YEAR!! _Ù÷__Ù÷±_Ù÷__Ù÷ #Coachella2015 #MusicIsLife,,1/7/15 12:17,5.52922e+17,,,"['#Coachella2015', '#MusicIsLife']"
207,positive,yes,BMoneyReynolds,0,*Entire office starts cheering when I get the confirmation*  #Coachella2015 #Round3,,1/7/15 12:17,5.52922e+17,,Eastern Time (US & Canada),"['#Coachella2015', '#Round3']"
208,positive,yes,amandaverdadero,0,currently experiencing sudden outbursts of excitement because of Coachella. #SOEXCITED #weekend2 #Coachella2015,,1/7/15 12:16,5.52922e+17,"Los Angeles, CA",,"['#SOEXCITED', '#weekend2', '#Coachella2015']"
209,positive,yes,toto_valverde,0,Take me to the desert! _Ù÷ #Coachella2015,,1/7/15 12:16,5.52922e+17,,,['#Coachella2015']
210,positive,yes,jenn_bren,0,"#Coachella2015 it's happening!     
   _Ùª_Ù_ä_Ù÷",,1/7/15 12:16,5.52922e+17, JUPITER  ,Pacific Time (US & Canada),['#Coachella2015']
211,positive,yes,_tbrownnn,0,"Coachella weekend 1 ticket ÏÓü
Shuttle pass ÏÓü
Guest house for the weekend ÏÓü
The official countdown to #Coachella2015 begins _ÙÕÄ_ÙÎÛ÷Ûü",,1/7/15 12:15,5.52922e+17,,Pacific Time (US & Canada),['#Coachella2015']
212,positive,yes,zbriegs,0,Going to #Coachella2015 @coachella,,1/7/15 12:14,5.52921e+17,Southern California,,['#Coachella2015']
213,positive,yes,TaylorWoodring,0,Just bought my Coachella ticket #fuckyeah #Coachella2015,,1/7/15 12:14,5.52921e+17,,,"['#fuckyeah', '#Coachella2015']"
214,positive,yes,taylorebarnhill,0,"Weekend 2, I see you #coachella2015 #stokedalready",,1/7/15 12:14,5.52921e+17,"Los Angeles, CA",Pacific Time (US & Canada),"['#coachella2015', '#stokedalready']"
215,positive,yes,evanconway8,2,WEEKEND 2!!!!! _Ù÷ö_ÙÕü_ÙÕø_Ùª_ÙªÎ_Ù÷_Ù÷ÏÉ #Coachella2015 #Yewwww http://t.co/KGj5DRqGXo,,1/7/15 12:14,5.52921e+17,agoura,,"['#Coachella2015', '#Yewwww']"
216,positive,yes,derprevere,0,dear god man #Ultra2015 #coachella2015 #GovBallNYC #Bottlerock #lineups #bands #DJs #hashtags,,1/7/15 12:14,5.52921e+17,from The Internet,Eastern Time (US & Canada),"['#Ultra2015', '#coachella2015', '#GovBallNYC', '#Bottlerock', '#lineups', '#bands', '#DJs', '#hashtags']"
217,positive,yes,phillippparker,1,Screaming like a banshee!! #Coachella2015 we have our tickets @madeleineprice #woooooohooooo,,1/7/15 12:14,5.52921e+17,,Dublin,"['#Coachella2015', '#woooooohooooo']"
218,positive,yes,russellforeal,0,Lol probably made someone real happy. S/O to bae for getting the tickets before I did. #Coachella2015 http://t.co/gRYHsx8L5F,,1/7/15 12:13,5.52921e+17,The Bay | San Diego,Pacific Time (US & Canada),['#Coachella2015']
219,positive,yes,VictoriaBermasq,0,Woohoo! We got our tickets. Weekend 1 baby. #Coachella2015 #NeedACampingSpot,,1/7/15 12:13,5.52921e+17,California,,"['#Coachella2015', '#NeedACampingSpot']"
220,positive,yes,RAKAIGGI,0,Raka Party Alert Raka Party Alert! _Ù_¬#Coachella2015 get ready to Rock &amp; Roll #RakasatCoachellaÛ_ http://t.co/0P8ui1xNWG,"[37.78647226, -122.40473017]",1/7/15 12:13,5.52921e+17,Oakland CA,Pacific Time (US & Canada),"['#Coachella2015', '#RakasatCoachella']"
221,positive,yes,ChelsLerma,1,RT @KailaViolette: WEEKEND 1 HERE WE COME _ÙÎ__ÙÎÈ @mbonfiglio5 @ChelsLerma #Coachella2015,,1/7/15 12:12,5.52921e+17,,,['#Coachella2015']
